s.no,state_nrega_id,nrega_id,district_name,short_name,state_id,district_id
686,31,3111,RAMPUR,RAM,31,3111
687,31,3112,SAHARANPUR,SAH,31,3112
688,31,3184,SAMBHAL,SAM,31,3184
689,31,3174,SANT KABEER NAGAR,SANKABNAG,31,3174
690,31,3173,SANT RAVIDAS NAGAR,SANRAVNAG,31,3173
691,31,3127,SHAHJAHANPUR,SHA,31,3127
692,31,3183,SHAMLI,SHA,31,3183
693,31,3176,SHRAVASTI,SHR,31,3176
694,31,3151,SIDDHARTH NAGAR,SIDNAG,31,3151
695,31,3129,SITAPUR,SIT,31,3129
696,31,3163,SONBHADRA,SON,31,3163
697,31,3150,SULTANPUR,SUL,31,3150
698,31,3131,UNNAO,UNN,31,3131
699,31,3161,VARANASI,VAR,31,3161
700,35,3507,ALMORA,ALM,35,3507
701,35,3512,BAGESHWAR,BAG,35,3512
702,35,3504,CHAMOLI,CHA,35,3504
703,35,3510,CHAMPAWAT,CHA,35,3510
704,35,3502,DEHRADUN,DEH,35,3502
705,35,3503,HARIDWAR,HAR,35,3503
706,35,3508,NAINITAL,NAI,35,3508
707,35,3505,PAURI GARHWAL,PAUGAR,35,3505
708,35,3511,PITHORAGARH,PIT,35,3511
709,35,3506,RUDRA PRAYAG,RUDPRA,35,3506
710,35,3513,TEHRI GARHWAL,TEHGAR,35,3513
711,35,3509,UDAM SINGH NAGAR,UDASINNAG,35,3509
712,35,3501,UTTAR KASHI,UTTKAS,35,3501
713,32,3215,24 PARGANAS (NORTH),24PAR(NO,32,3215
714,32,3216,24 PARGANAS SOUTH,24PARSOU,32,3216
715,32,3220,ALIPURDUAR,ALI,32,3220
716,32,3213,BANKURA,BAN,32,3213
717,32,3203,BIRBHUM,BIR,32,3203
718,32,3208,COOCHBEHAR,COO,32,3208
719,32,3219,Darjeeling Gorkha Hill Council (DGHC),DARGORHILCOU(DG,32,3219
720,32,3217,DINAJPUR DAKSHIN,DINDAK,32,3217
721,32,3218,DINAJPUR UTTAR,DINUTT,32,3218
722,32,3206,HOOGHLY,HOO,32,3206
723,32,3205,HOWRAH,HOW,32,3205
724,32,3207,JALPAIGURI,JAL,32,3207
725,32,3222,JHARGRAM,JHA,32,3222
726,32,3221,KALIMPONG,KAL,32,3221
727,32,3209,MALDAH,MAL,32,3209
728,32,3212,MURSHIDABAD,MUR,32,3212
729,32,3201,NADIA,NAD,32,3201
730,32,3202,PASCHIM BARDHAMAN,PASBAR,32,3202
731,32,3210,PASCHIM MEDINIPUR,PASMED,32,3210
732,32,3225,PURBA BARDHAMAN,PURBAR,32,3225
733,32,3211,PURBA MEDINIPUR,PURMED,32,3211
734,32,3214,PURULIA,PUR,32,3214
735,32,3204,SILIGURI MAHAKUMA PARISAD,SILMAHPAR,32,3204
736,1,102,NICOBARS,NIC,01,0102
737,1,103,NORTH AND MIDDLE ANDAMAN,NORANDMIDAND,01,0103
738,1,101,SOUTH ANDAMAN,SOUAND,01,0101
739,7,701,DADRA AND NAGAR HAVELI,DADANDNAGHAV,07,0701
740,7,702,DAMAN,DAM,07,0702
741,7,703,DIU,DIU,07,0703
742,19,1901,LAKSHADWEEP DISTRICT,LAKDIS,19,1901
743,25,2502,KARAIKAL,KAR,25,2502
744,25,2501,PONDICHERRY,PON,25,2501
